Work Order,Description,Work Type,Location
WDW1053494,Battery Devices - 422023 - Both Battery Chargers Down,CM,707023
WDW1053493,CCTV - 707008 - DOO Function Fault. Coupled to 707030,CM,707008
WDW1053492,CCTV - 707030 - DOO Function Fault. coupled to 707008,CM,707030
WDW1053491,Robbed - 425 coach - PC104 and bridge card removed for 7001,CM,707014
WDW1053490,421007 - Bogie 1 Restricted Air Spring control fault,CM,707007
WDW1053489,GSMR - 425003 - Radio Failure,CM,707003
WDW1053488,423003 - Smoke detector failure NPN,CM,707003
WDW1053487,JRU - 425 coach - Loss of communication to DMI and/or ATO,CM,707001
WDW1053355,Safety System - 425001 - JRU/OTMR intermittent fault LOM,CM,707001
WDW1053353,Energy Meter Not Sending Data,CM,707003
WDW1053226,Wheels - wheels require turning on 421 & 423 coaches - Wheel Lathe,CM,707018
WDW1053214,,CM,
WDW1053213,,CM,
WDW1053211,IOB - 707002 - Reset X6 Router - Req replacing,CM,707002
WDW1053084,ASDO - 425019 - RDA MCB to be tripped and reset ref ASDO reporting,CM,707019
WDW1053075,'++RB1 TE - SPSW-11: Redundancy Alarm Because Of Ring Interruption,CM,707001
WDW1053073,GOP - 707022 - 421+425 GOPs not working,CM,707022
WDW1053071,Cab - 421010 - Intermittent Cab to Cab,CM,707010
WDW1053070,Replace FFCCTV HDD & Give to SPM,CM,707017
WDW1053067,Cab - 421019 - TPWS isolation switch seal broken,CM,707019
WDW1053064,Underframe - 425024 - Yaw damper wrong way,CM,707024
WDW1053053,Fire extinguisher close to service date - to be replaced,CM,707007
WDW1052918,Cab - 425016 - Vigilance self test cancelled,CM,707016
WDW1052916,Doors - 421008 - D Door would not close,CM,707008
WDW1052912,PIS - 422028 - No PIS Announcements,CM,707028
WDW1052783,DP17 module faulty RBI coach,CM,707030
WDW1052673,,CM,707024
WDW1052671,Cab - 421014 - Windcreen washer level low,CM,707014
WDW1052662,Running gear - 421 Bogie 1 - Missing bump stop slider plate,CM,707012
WDW1052439,Wheels - 425003 - 82 00 165C: slipe / slide detected,CM,707003
WDW1052438,SPSW 11 redundancy alarm possible DP14 issue. Please change DP--14 IM Module,CM,707030
WDW1052430,HVAC - 421012 - Saloon HVAC is noisey,CM,707012
WDW1052429,HVAC - 421012 - Saloon HVAC noisey,CM,707012
WDW1052428,Air conditioning - 425 Cab HVAC - Not cooling,CM,707012
WDW1052427,Air conditioning - 422 Saloon HVAC - Sounding very noisy,CM,707012
WDW1052426,Air conditioning - 423 Saloon HVAC - Not cooling,CM,707012
WDW1052418,PIS - Car controller fault with 425 coach,CM,707013
WDW1052411,Wheels - 422 coach - flat detected by track equipment. Wheel Lathe,CM,707007
WDW1052276,Bin lock defective 423 coach,CM,707019
WDW1052274,SPSW 11 redundancy alarm possible DP14 issue.,CM,707030
WDW1052268,PIS - fault with 424 coach,CM,707021
WDW1052267,Cab interior - 421 drivers footrest - significant play on footrest found,CM,707020
WDW1052245,LHS Light Module found damaged.,CM,MAIN-WD
WDW1052244,Bogies - 423013 - Coach height adjustment rod nuts found loose,CM,707013
WDW1052243,RHS Light Module found to be damaged.,CM,MAIN-WD
WDW1052235,Cab - 425007 - Second mans side seat defective,CM,707007
WDW1052234,Doors - 421001 - Driver unable to release doors,CM,707001
WDW1052231,Underframe - 707005 - Reports of 2x Shoes Missing,CM,707005
WDW1052230,Raised in error,CM,
WDW1052221,Wheels - 421 + 425 - Rollover on axles. 424 wheels different diameter on 1 axle,CM,707020
WDW1052218,Drivers .direction switch fault 425 cab,CM,707016
WDW1052208,Take DCU download for TIN investigation 421 D,CM,707019
WDW1052204,Check SN PCU 210 with mounting plate RB6+64.19-MF-A01,CM,707007
WDW1052203,GOP not working 422 D door,CM,707023
WDW1052202,Headlight fault 421 coach - daylight fault (PAR),CM,707025
WDW1052097,Cab - 425022 - Cab-cab intermittently not working,CM,707022
WDW1052096,Doors - 421025 - C1 and D1 doors LOOU,CM,707025
WDW1052093,Call for aid faulty on 422,CM,707030
WDW1052092,DOO fault,CM,707020
WDW1052090,422 B side DOO camera glass cracked,CM,707022
WDW1052089,Traction pack isolated,CM,707005
WDW1052088,New work order,CM,707016
WDW1052087,PA. 421 cab not cancelling when handset replaced,CM,707010
WDW1052086,GSM-R 425 cab stuck head code,CM,707029
WDW1052085,DMI fault 425 cab,CM,707019
WDW1052084,422 A01 battery charger defective,CM,707013
WDW1052083,422 A side DOO camera glass cracked,CM,707027
WDW1052082,421019 Door D1+D2 will not close. Now LOOU,CM,707019
WDW1052081,Safety equipment - equipment cabinet - Missing 8 off M16 x 60 bolts,CM,707001
WDW1052078,425018 CAB HVAC not working.RAR.,CM,707018
WDW1052070,External doors - 425 cab door E - Communication failure,CM,707017
WDW1052068,Bogies - 421 Bogie 2 - Missing longitudinal bump stop slider plate,CM,707003
WDW1052067,62 21 149F External light rotary switch fault. 421,CM,707029
WDW1052035,Brakes - 424028 - BCU1 comms fault,CM,707028
WDW1052033,Doors - 421023 - GOB B lock broken,CM,707023
WDW1052030,Cab interior - 425030 - Drivers seat pedestal defect,CM,707030
WDW1052029,Cab systems – Coach not specified – GSMR not accepting running numbers,CM,707019
WDW1052027,Asset swap - Interface module IM PN,CM,707001
WDW1052023,Prep defects - GOP lock and Bin latch broken,CM,707005
WDW1052018,Doors - 421012 - Door D GOP will not lock,CM,707012
WDW1051889,Doors - 425022 - Doors showing no entry signs and no comms.,CM,707022
WDW1051887,Cab - 421010 - No w/screen wash,CM,707010
WDW1051886,Doors - 425022 - Door B communication failure,CM,707022
WDW1051885,Interior - 421  coach - A Door & B Door Siemens floor decal missing,CM,707017
WDW1051772,Cab - 707001 - Major Alarm Sounding,CM,707001
WDW1051769,"421017, 425017- Bogies - Bump stops found loose.",CM,707017
WDW1051768,CCTV - 425025 - DOO function fault,CM,707025
WDW1051767,Doors - 422008 - B door GOP fault,CM,707008
WDW1051641,Cab interior - 421021 - Cab desk RHS cupboard adrift,CM,707021
WDW1051633,Doors - 425027 -  Door control fault,CM,707027
WDW1051629,Cab HVAC - 421005 - Noisy Fan,CM,707005
WDW1051625,Wheels - 421 coach - Carry out wheel ovality checks,CM,707025
WDW1051623,Wheels - 425 coach - Carry out wheel ovality checks,CM,707024
WDW1051619,Cab air con controls / air con not working,CM,707020
WDW1051618,Cab - 425020 - Cab air con controls / air con not working *#* REP,CM,707020
WDW1051616,JRU - 707014 - OTMR/JRU fault reported (ASSET SWAP REQUIRED. NO SERIAL NUM),CM,707014
WDW1051607,Cab interior - internal doors - 425 Cab backwall door grab handle missing screw,CM,707005
WDW1051605,Misc equipment - CCTV - 421005 A side DOO camera glass cracked,CM,707005
WDW1051596,IOB - 423025 - Replace X6 Router,CM,707025
WDW1051595,423 wifi router not working,CM,707026
WDW1051590,DOO - 425 coach - Function fault A2 25 1B52,CM,707017
WDW1051549,Doors - Passenger complaint - Doors did not open at Vaxhaul,CM,707027
WDW1051547,HVAC 424 profinet communnication error,CM,707018
WDW1051546,425 cab HVAC faulty - please follow instruction,CM,707018
WDW1051542,CCTV - 425018 - DOO function fault,CM,707018
WDW1051539,Cab not livening up 421 end,CM,707003
WDW1051537,Door failing to close,CM,707003
WDW1051534,Door control fault driver desk left coach 425,CM,707014
WDW1051426,Saloon HVAC Failure,CM,707011
WDW1051424,PIS no visual but has audio,CM,707024
WDW1051421,421019 - Cab interior - Height adjustable foot rest loose.,CM,707019
WDW1051420,421019 - Cab Door LH - Door will not operate after external egress pulled,CM,707019
WDW1051292,"C1 00 1E45 - ""Minor loss of pneumatic brake force""",CM,707017
WDW1051288,Doors - 421011 - D Door GOP lock broken,CM,707011
WDW1051260,Wheels - 422007 - Flats Reported (PAR),CM,707007
WDW1051256,Smoke detector defect - Fault code  53220F42 425 COACH,CM,707008
WDW1051255,Smoke defector defect - fault code 53210FBF 421 COACH,CM,707017
1051242,Misc Equipment - CCTV - 425 bottom CCTV screen intermittantly fuzzy,CM,707014
1051241,Lubricating equipment - Broken flange lube hose - 421014 A side broken at elbow at nozzle,CM,707014
1051236,Cab HVAC - No cab details given - HVAC not working,CM,707025
1051235,Safety Systems - 422 coach - Smoke detector failure,CM,707008
1051225,Smoke detector failure saloon end coach 421,CM,707019
1051224,Wheels - 421 coach - Carry out wheel ovality checks,CM,707016
1051220,Battery systems - 422 coach -  Battery charger requires replacing when in stock,CM,707009
1051214,Battery systems - Battery charger - 422 both chargers not functioning,CM,707009
1051211,A2 25 1B52: At least one .DOO camera has failed,CM,707030
1051210,Doors - 421025 - CBW door pushbar broken,CM,707025
1051208,Driving controls - 421020 - DSD pedestal/height adjustment slack,CM,707020
1051207,PIS - 422018 - PAU fault at Door C,CM,707018
1051204,PIS - All coaches - PIS displays blank,CM,707018
1051173,Cab - 425014 - Bottom CCTV screen has colour distortion,CM,707014
1051172,Doors - 421015 - Cab back wall door will not lock,CM,707014
1051044,"Doors - 421 coach - ASDO, passengers report doors failed to open",CM,707022
1051041,Saloon Interior - 423 coach - 4 panels found hanging down.,CM,707028
1051040,Cab HVAC - 425 coach - Not working,CM,707020
1051038,Wheels - 421009 + 425009 - Lathe required for rollover all axles,CM,707009
1051036,The work instruction for this task is on Maintenance Portal,CM,
1050916,"Wheels - 421 coach -  1, 3, 5 and 7 to be monitered",CM,707009
1050915,Doors - 425014 - Cab back wall door will not lock,CM,707014
1050906,Collection Equipment - 421 coach bogie 1 - shoe assembly pivot pin damaged,CM,707009
1050905,53 22 0F42: Aspirating smoke detection failure 422,CM,707011
1050904,Smoke detector failure,CM,707010
1050772,Cab Interior - 425 cab - Drivers seat defective.,CM,707016
1050765,Unit failed to power up correctly after isolation,CM,707009
1050761,Cab HVAC - 425 cab - Blowing Hot only.,CM,707017
1050760,Unit in Low Power Mode,CM,707024
1050757,Emergency Cupboard will not open 424027,CM,707027
1050755,Underframe - MRPIC labels fitted in worng location on 421 & 425 coaches,CM,707016
1050754,Running Gear - Bogies - 425 Bogie centre pivot  M20 bolts have no witness marks,CM,707016
1050753,Running Gear - Bogies - 425 Bogie 1 B side vertical damper leaking,CM,707016
1050750,HVAC - 425 Cab - HVAC Defective,CM,707028
1050748,PIS - system controller defective 425 coach,CM,707024
1050745,GOP - 425005 GOP panel will not lock,CM,707005
1050741,423 wifi router not working,CM,707026
1050738,Doors - 422001 D Door GOP Lock Requires Replacing,CM,707001
1050733,PIS - 421024 - PIS screens blank in this coach,CM,707024
1050731,Bogies - 423022 - Bump Stop missing Fixtures,CM,707022
1050730,"Wheels - 421022 - Rollover axles 2, 3 and 4 requires turning",CM,707022
1050728,IOB - 423025 - Replace X6 Router,CM,707025
1050727,425007 - Drivers Seat - Height adjuster unserviceable,CM,707007
1050600,'++RB1 TE - SPSW-11: Warning (AUTO GENERATED),CM,707007
1050599,Safety systems - 425004 - Smoke detector failure,CM,707004
1050598,Safety systems - 423016 - Smoke detector failure,CM,707016
1050491,Internal doors - GOP panel lock - 424 Door B faulty GOP lock,CM,707017
1050490,DOORS - B2 doors would not close (LOOU) 421 coach,CM,707014
1050489,Door control fault drivers desk button faulty 421 cab,CM,707009
1050488,HVAC - 421 cab HVAC - very noisey,CM,707023
1050356,Cab - 425022 - GSMR screen frozen,CM,707022
1050354,PIS - PA not announcing short platforms,CM,707013
1050243,Cab systems - 421030 - GSMR one way communication- 425 requires testing,CM,707030
1050242,HVAC - 421007 - Cab blower not working,CM,707007
1050236,425001 Seat 240v socket hanging adrift.,CM,707001
1050235,421017 AWS F2 Horn vice Bell (CCTV footage required),CM,707017
1050213,421 Smoke detector failure,CM,707024
1050208,asset swap for 707025 HVAC K100 controller cannibalised from New HVAC outside,CM,707025
1050207,DOO Camera 421017,CM,707017
1050206,PIS coach numbers out,CM,707015
1050205,421 Saloon HVAC noisy,CM,707021
1050204,"421019 Cab back wall door, broken key in lock",CM,707019
1050196,Cab interior - 421 cab backwall door - pushbar handle adrift,CM,707019
1050195,Safety systems - 421 cab - Vigilance self test cancelled,CM,707003
1050194,PIS - 423017 PA fault,CM,707017
1050191,HVAC - 421025 Cab Air Con Not Working,CM,707025
1050190,Doors - GOP 424025,CM,707025
1050189,HVAC - 422 coach - HVAC reported not working,CM,707004
1050188,Safety equipment - safety cupboard - Electrical tape missing,CM,707004
1050187,Flange lubrication pipe found defective 421 side A,CM,707015
1050185,Batteries - 423027 - BLG1 fault,CM,707027
104966,,CM,
1050090,425 Righthand flange lub pipe broken,CM,707022
1050086,Safety systems - 421015 - No AWS sound,CM,707015
1050085,CCTV - 425008 DOO camera,CM,707008
1050084,CCTV - 425020 DOO cameras,CM,707020
1050079,CCTV - 421026 - Cab monitors keep crashing,CM,707026
1050076,Drivers seat - 425 drivers seat - swivel adjustment very tight,CM,707001
1050075,Saloon exterior - 422 DOO deflector - A side deflector has paint damage,CM,707026
1050073,C 707 HMI exchange,CM,707028
1050071,Safety systems - 421015 - No AWS sound,CM,707015
1049942,Batteries - 423027 - BLG1 fault,CM,707027
1049940,Driver reports direction switch fault 421 cab,CM,707018
1049718,Cab - 425007 - Guard reports handset defective,CM,707007
1049716,Saloon - 425025 - Smoke Detector Failure,CM,707025
1049715,Driving controls - 421004 - DSD / Vigilance brake application,CM,707004
1049712,CCTV - 425010 - Monitor showing 10 coaches when there should be only 5,CM,707010
1049711,Bogies - 425001 - Wheel 2 Earth return torque arm robbed,CM,707001
1049710,Saloon - 422008 - Smoke Detector Failure,CM,707008
1049709,Saloon - 425013 - Smoke Detector Failure,CM,707013
1049706,The work instruction for this task is on Maintenance Portal,CM,
1049595,Traction - 421001 HSCB not closed by protection system,CM,707001
1049594,Wheels - 707026 - all 421+425 axles require turning due to condition,CM,707026
1049593,Driver had problems entering headcode 421 cab,CM,707028
1049592,AWS - 421017 - AWS sunflower did not change Yellow/Black,CM,707017
1049591,Traction - 421021 Motor Symbol Yellow (PAR) Monitor til 10/06,CM,707021
1049590,Coupler - 421003 - Unable to take traction after uncouple,CM,707003
1049567,425 Left hand flange lub pipe broken.,CM,707026
1049562,Driver had problems entering headcode 421 cab,CM,707028
1049558,Driver stopped on AWS magnet,CM,707002
1049557,Driver reported door close problems,CM,707003
1049556,"Bogie - 421030 Bogie 2, Bump Stop Missing - Requires Replacing",CM,707030
1049555,Insultation tape missing out of emergency cupboard.,CM,707018
1049554,Faulty A2V00002512454 from stores,CM,
1049256,,CM,
1049255,,CM,
1049148,,CM,707006
1049146,Wheels - 425011 Flats Reported PAR,CM,707011
1049144,Doors - 421008 - BR1 key broken in cab backwall door,CM,707008
1049143,Carbody - Objects thrown at train,CM,707030
1049136,Communication - 421016 - GSMR failure 01,CM,707016
1049029,7025 - 422/423 Post Battery Mod Test and Refit Covers,CM,707006
1048935,Doors - 421010 - GOP button fault,CM,707010
1048932,Windows - 425028 - Broken window location not yet specified,CM,707028
1048928,"GOP - 431016 - PA button on door ""D"" GOP is not working",CM,707016
1048923,CCTV - DOO function fault 422 (monitor till 31/05/19),CM,707030
1048922,CCTV - 425018 - DOO function fault,CM,707018
1048918,Safety systems - 425011 - Smoke detector failure,CM,707011
1048913,Brakes - 425007 - BCU communication fault,CM,707007
1048912,Coupler - 425002 - Automatic coupler earth cable damaged,CM,707002
1048910,422 Smoke detector failure,CM,707016
1048909,Bogies - Bump stop slider plates loose- 421 bogie 1 and 2 & 425 bogie 1,CM,707002
1048908,421 No AWS self test when keyed on to enter service.,CM,707023
